ACCOUNT,NAME,DELIVERY ADDRESS,Longatude,Latitude,Level of Accuracy
10132,DR GOVENDER LA 11 HAMMANSKRAAL BRANCH,4452 OLD WARMBATHS ROAD HAMMANSKRAAL,28.2821092,-25.4086328,High
10133,DR SINGH T,4 COURT HOUSE ROAD PORT SHEPSTONE,30.46333,-30.721688,High
10135,MEDIRITE ALLENS NEK PHY,"CNR JIM FOUCHE & HENDRIK POTGIETER DRIVE
  ROODEPOORT",27.914185,-26.1333028,High
10139,OSIZWENI PHARMACY (NCS),6 EHMKE STREET NELSPRUIT,30.97935,-25.47541,High
10142,TERRACE PHARMACY 11 NATIONAL CHRONIC SOL,216 PRETORIA ROAD RYNFIELD,28.3465864,-26.1406996,High
10143,NEW OAKFIELDS PHARMACY (NCS),"OAKFIELDS SHOPPING CENTRE CNR OAK & MALVA STR
  NORTHMEAD BENONI",28.309509,-26.150114,High
10144,VAN DER WALT PHARMACY (NCS),31 LOCH STREET MEYERTON,28.01432,-26.55943,High
10145,GLEN ALLEN PHARMACY 11 (NCS),"MEDIKOR MEDIESE SENTRUM H/V RIETFONTEIN & BEUKES
  GLEN MARAIS",28.23439,-26.07209,High
10146,WAVERLEY PHARMACY NATIONAL CHRONIC SOL,"SHOP NO 4 NAVAL HILL CENT ANDRIES PRETORIUS STR
  BLOEMFONTEIN",26.2472,-29.09532,High
10147,WILLOWS PHARMACY NATIONAL CHRONIC SOL,"11 ELLA STREET WILLOWS
  BLOEMFONTEIN",26.20782,-29.12264,High
10148,NAMAKWALAND APTEEK NATIONAL CHRONIC SOL,VOORTREKKER STRAAT SPRINGBOK,17.8926234,-29.6615185,High
10149,DR MASILELA DP 6 ESKOM HOLDINGS,"ESKOM HOLDINGS DUVHA WITBANK ACC NUBE 013-693
  WITBANK",29.247133,-25.8275376,High
10151,DR GOUWS GJS INGELYF,5 RE-UNIE STRAAT PARYS,27.45874,-26.903771,High
10152,KENSINGTON COMMUNITY PHARMACY,"SHOP 16A, QUEENS PLACE 65 LANGERMANN DRIVE
  KENSINGTON,GAUTENG",28.1076,-26.1892,High
10153,DR DE VILLIERS A 11,HOODWEG 28 ORKNEY,26.6667033,-26.9799576,High
10154,DR ABNER JP,"MELOMED BELLVILLE HOSPITA CNR AJ WEST & VOORTREKKER
  RDS BELLVILLE",29.230928,-26.490942,High
10155,DR MASILELA DP 7 ESKOM HOLDINGS,"ESKOM HOLDINGS LTD ARNOT KRAGSTASIE RIETKUIL
  ACC NUBI 013-693 3876",29.247133,-25.8275376,High
10156,DR MASILELA DP 8 ESKOM HOLDINGS,"ESKOM HOLDINGS SOC LTD PIET RETIEF ROAD
  ERMELO",29.247133,-25.8275376,High
10157,DR MASILELA DP 9 ESKOM HOLDINGS SOC,"ESKOM HOLDINGS SOC LIMITE HENDRINA KRAGSTASIE
  PULLENSHOPE MIDDELBURG",29.247133,-25.8275376,High
10158,DR MASILELA DP 10 ESKOM HOLDINGS SO,"ESKOM HOLDINGS C/O BETHAL OGIES ROAD KRIEL
  KRIEL KRAGSTASIE",29.247133,-25.8275376,High
10159,DR MASILELA DP 11 ESKOM HOLDINGS SO,"ESKOM HOLDINGS LTD MATLAK KRAGSTASIE 2KM ANDERKANT
  AFRIT MATLA KRAGSTASIE KR",29.247133,-25.8275376,High
10160,DR MASILELA DP 12 ESKOM HOLDINGS SO,"ESKOM MEDIESE SENTRUM 2 METER STR H/V METER & J
  STR MIDDELBURG ACC SISTER",29.247133,-25.8275376,High
10161,DR MASILELA DP 13 ESKOM HOLDING SOCLTD,"ESKOM PARK MEDICAL CENTRE CNR JELLICOE & WATERMEYER
  WITBANK",29.247133,-25.8275376,High
10162,DR MASILELA DP 5 ESKOM HOLDINGS SOC,"ESKOM HOLDINGS SOC LTD KOMATI POWER STATION R35
  BETWEEN MIDDELBURG & BETH",29.247133,-25.8275376,High
10163,SKINATBEST,"102 LOUISTRICHARDT STR PARKTOWN ESTATE
  PRETORIA",28.179716,-25.703902,High
10166,DR TSHIGABE A,"3RD FLOOR MAIN BLOCK LIFE FLORA CLINIC
  FLORACLIFFE",27.9185158,-26.1534219,High
10167,MEDICARE 14TH AVE PHY KOK&GOLACH(PTY)LTD,"SHOP 11 FAIRLANDS CENTRE CNR 14TH AVE & JOHANNES S
  FAIRLANDS JOHANNESBURG",27.94423,-26.150939,High
10168,MEDICARE BOSKRUIN PHY KOK&GOLACH(PTY)LTD,"SHOP 11 BOSKRUIN VILLAGE CENTRE CNR PRES FOUCHE &
  HAWKEN RD BOSKRUIN",27.96186,-26.07358,High
10169,MEDICARE DAINFERN PHY KOK & GOLACH CC,"SHOP 6 THE VALLEY CENTRE BROADACRE DRIVE FOURWAYS
  JOHANNESBURG",28.01411,-25.9935899,High
10171,MEDICARE GREENHILL PHARMACY,"36C GREENHILL ROAD EMMERANTIA
  JOHANNESBURG",27.69273,-26.1599499,High
10174,DR PILLAY S,"SHOP 82 GUGULETHU SHOPPIN CENTRE
  GUGULETHU",18.5652922,-33.9820328,High
10176,MEDICARE PERCELIA CC KOK&GOLACH(PTY)LTD,3 BIRT STREET RADENE JOHANNESBURG,28.09551,-26.14876,High
10177,MEDICARE SAVOY PHY KOK&GOLACH(PTY)LTD,"551 LOUIS BOTHA AVE SAVOY
  JOHANNESBURG",28.0856714,-26.1300468,High
10178,MEDICARE WELTEVREDEN PHY,251 BEYERS NAUDE DRIVE BLACKHEATH,27.974223,-26.133983,High
10179,PHARMACALL,"NEWLANDS OFFICE PARK BLOCK C
  261 LOIS AVE NEWLANDS PRE",28.270919,-25.793679,High
10180,DRS PILLAY NUNES SWANEPOE VALOZONE 27CC,"SUITE 10 WEST WING LOWER GROUND FLOOR
  SUNNINGHILL HOSPITAL",28.069469,-26.037795,High
10181,DR PETTENGELL KE,"471 KASSIER ROAD ASSAGAY HILLCREST PRIV HO
  ROOM 106",30.741272,-29.79058,High
10182,DR LOBAI A 19 NORCROS SA PTY LTD,"NORCROS SA PTY LTD T/A JOHNSON TILES PORCELAIN R
  OLIFANTSFONTEIN",28.0283943,-26.2077415,High
10184,MBIZANA PHARMACY,69 DAWN THOMSON STR BIZANA,27.8469157,-32.9623579,High
10190,SR BEUKES SC JAKARANDA KLINIEK,"4 JAKARANDA KLINIEK 4 JAKARANDA STR
  GOLFPARK",28.02868,-26.58301,High
10191,DR POTGIETER D,"LITTLE COMPANY OF MARY HO MEDIESE SENTRUM KAMER 207
  TOTIUS STR GROENKLOOF",28.217743,-25.76961,High
10193,DR ROSSOUW J 12,"10 LIEBENBERGSTRAAT CONSTANTIA KLOOF
  (NIE ROODEPOORT)",27.90361,-26.14509,High
10194,DR VAN VREEDE JW,"81 BARKLY ROAD WEST END
  KIMBERLEY",24.75339,-28.73051,High
10196,MEDICARE PARKLANDS PHY,PARK CENTRE 31D FOURTH AV PARKHURST,28.01749,-26.13868,High
10197,ITHEMBA NURSING ACADEMY,238 WILLIE SWART AVE EERSTERUST,28.309046,-25.7163,High
10198,DR BOSHOFF I,"546 18th ave (c/o 18th & swemmer str
  Rietfontein",28.1944,-25.70967,High
10199,DR MAPONYANE MD TUBELLEZA AESTHETICS,"RIVONIA MED,SPORTS &T CTRE 777 CNR RIVONIA RD
  & 7TH AVE RIVONIA JHB",28.0412,-26.05454,High
10200,DR FISH F RYNDENT - TANDARTS -,"11 HARTSHORNE STREET RYNFIELD
  BENONI",28.33355,-26.15628,High
10201,DR NIENABER R,"BROMHOF VET CNR OF OSTRICH & WITOGIE
  STR BROMHOF",28.00152,-26.10495,High
10202,SR EMMINK AW SHIFRA MIDMIFERY,EDITH STREET 16 NELSPRUIT,30.97029,-25.48887,High
10203,DR LUBEGA AM,"SUITE 210 CNR HEINRICH & BRITS AVE
  KAREN PARK",28.1086721,-25.6745793,High
10204,DR MABELA MM,"NO 2526 CHRIS HANI RD CHIAWELO
  BRONKHORSTSPRUIT",27.85691,-26.2825,High
10205,DR MURRAY M,"SHOP NO 3 AREND PLAZA C/O CAREL DE WET & SSCHUT
  AVE BRITS",27.240978,-25.674513,High
10206,MEDISPORT PHARMACY,"SHOP 9 MERCURY HOUSE 320 SMITH STREET
  DURBAN",31.023433,-29.859196,High
10209,DR VAN DER MERWE S,"KLOOF MEDIKLINIC 511 JOCHEMUS STREET
  ERASMUSKLOOF",28.263072,-25.810967,High
10213,THE MEDICINE CHEST NATIONAL CHRONIC SOL,77 GOVAN MBEKI AVE PORT ELIZABETH,25.62163,-33.95986,High
10215,NIGHTINGALE PHARMACY (NCS),"SHOP 40 WESTCLIFF SHOPPIN CENTRE 159-199 FLORENCE
  NIGHTINGALE DRIVE WESTCLI",30.8961879,-29.9101334,High
10216,RE-MED PHARMACY NATIONAL CHRONIC SOL,17 DEHLI RD LADYSMITH,29.78503,-28.5771,High
10217,NEDBANK CENTRE PHARMACY (NCS),055 OCKERSE STREET KRUGERSDORP,27.7713027,-26.1023139,High
10218,MERANTI MEDICINE DEPOT (NCS),"SHOP 9 MOBENI HEIGHTS SHOPPING CENTRE
  MOBENI",30.94492,-29.93441,High
10219,KAGISO PHARMACY NATIONAL CHRONIC SOL,3041 SEBENZA STR KAGISO,27.78634,-26.15973,High
10220,NORWOOD PHARMACY 11 NATIONAL CHRONIC SOL,74 GRANT AVE NORWOOD,28.07669,-26.15766,High
10221,DR CATO A,"POTCHEFSTROOM MEDI CLINIC ONGEVALLE SUITE 2
  66 MEYERSTREET POTCHEFSTR",27.0814134,-26.6893541,High
10222,DR BOKHARI SA,"1 PARKMEWS 19 CATHERINE A C/N ESSELEN STR
  HILLBROW",28.050605,-26.1877784,High
10224,DR MNDEBELE NF LIFE OCC KENNEDYS VA,"LIFE OCCUPATIONAL KENNEDY VALE FARM OPPOSIT X-TRATA
  PROJECT ON THE R555 STEEL",30.170477,-24.800858,High
10225,DR CAMROODIEN-SURVE A,"CNR KLIP & LAKE ROAD GRASSY PARK
  WESTERN CAPE",18.501746,-34.036326,High
10228,DR SPOELSTRA/SCHUTTE JJ T/OELOFSE(BIRCHM,"8 TIGER STREET BIRCHLEIGH
  KEMPTON PARK",28.21915,-26.06806,High
10230,AMANDA KUIT PTY LTD,"379 QUEENS CRESENT SUNWOOD PARK 5B LYNWOOD
  PRETORIA",28.253916,-25.761523,High
10231,DR SINGH H,"52 WESSELS RD OFF RIVONIA RD EDENBURG
  SANDTON",28.06182,-26.04059,High
10232,SR GREYSON I MOTHER & BABY CLINIC,"BABY CLINIC SUITE 1 CAST OLIVEDALE CLINIC C/O WIND
  WAY & PRES FOUCHE RANDBUR",27.97209,-26.05507,High
10233,NATIONAL COUNCIL OF SPCA,"NO 6 CLARK STREET FLORENTIA
  ALBERTON",28.1334908,-26.271481,High
10235,DR BLIGNAUT C EOH HEALTH ONDERSTEP,"EOH HEALTH ONDERSTEPOORT ARC-ONDERSTEPOORT
  SOUTPANNROAD",28.1651316,-25.633368,High
10236,TSAKISI SUPPLIES CC,"952B JACQUES STREET MORELETA PARK
  PRETORIA",28.287345,-25.838149,High
10237,LIZL KRUGER INCORPORATED,"LIBERTAS OFFICE PARK BLOEK F GROUND FLOOR NORT
  EQUESTRIA",28.316156,-25.7584139,High
10238,DR GOVENDER S EVOLUTION DENTAL STU,"UNIT 6 79 PRETORIA ROAD
  RYNFIELD BENONI",28.33335,-26.15915,High
10239,DR YUSUFMIA S TANDARTS,"SUITE 5 KILLARNEY MEDICAL SUITE KILLARNEY MALL
  KILLARNEY ROAD",28.05937,-26.16585,High
10241,DR STRAUSS HJ NATIONAL CHRONIC SOL,3 WATER STREET PETRUSBURG,25.414171,-29.119411,High
10242,MEDICARES PHARMACY (NCS),"SHOP 190 BENGAL STREET LAUDIUM
  PRETORIA",28.108095,-25.781682,High
10244,MAXWELL CENTRE PHARMACY (NCS),71/73 LORNE STREET DURBAN,31.01534,-29.85138,High
10246,AUSTERVILLE PHARMACY (NCS),11D CLINIC ROAD AUSTERVILLE,30.9830563,-29.9404334,High
10251,PACALTSDORP PHARMACY (NCS),"47 MISSION STR PACALTSDORP
  WESTERN CAPE",22.46011,-34.0156599,High
10252,LIFEWISE GEORGE-KEM APTEEK (NCS),"ST GEORGES SQUARE KNYSNA ROAD
  GEORGE",22.480574,-33.964236,High
10254,DIJON MEDICINE DEPOT (NCS),"36 DIJON ROAD LORRAINE
  PORT ELIZABETH",25.5116,-33.97162,High
10255,BALEMOGILE GENL TRADING,49 ADKINS ROAD ORCHARDS EXT 11,28.086985,-25.657399,High
10257,DR SOUNDY AI,1122 ZONE 16 GARANKUWA,28.00704,-25.61889,High
10259,ST DOMENICS DISPENSARY LIFE HEALTHCARE,"45 ST MARKS ROAD SOUTHERNWOOD
  EAST LONDON",27.903097,-32.9985969,High
10260,DR GROBBELAAR CJ 10 ERF 100 CONSTANTIA K,"ERF 100 CONSTANTIA KLOOF WEST RAND EYE CENTRE CNR
  CHRISTIAAN DE WET & BEVER",30.936534,-29.954862,High
10261,DR VALLY T SYNEXUS CLINICAL RES,"SYNEXUS CLINICAL RESEARCH 1ST FLOOR 60 STAMVRUG STR
  VAL DE GRACE",28.109169,-25.7850057,High
10262,QESTMED PHARMACY 11 QESTMED PTY LTD,"THE GATRY ON WITKOPPEN CN WITKOPPEN & MONTE CASINO
  FOURWAYS",28.012779,-26.02568,High
10263,DRS FIRFIRAY AA/PATEL PC,106 SHAANI CRESCENT GATESVILLE,18.537052,-33.969541,High
10266,DR MOOLMAN M TANDARTS,"18 BERGBOS STRAAT PROTEAPARK
  RUSTENBURG",27.2160162,-25.6971466,High
10267,PHOLOGO PHARMACY,386 SCHOEMAN STREET PRETORIA,28.206175,-25.7481799,High
10268,BRITISH AIRWAYS COMAIR COMAIR LTD,"CNR WHIRLWIND & FORTRESS RHODESFIELD
  KEMPTON PARK",28.25739,-26.11845,High
10269,BRYANSTON VET CLINIC,99 GROSVENOR ROAD BRYANSTON,28.02415,-26.05861,High
10275,MEDICARE PHARMACY,"816 SINGH STREET ACTONVILLE
  BENONI",28.30187,-26.21047,High
10276,PAROW FAMILY PHARMACY (NCS),"CNR JAN VAN RIEBEECK & VOORTREKKER RD
  PAROW",18.57648,-33.90794,High
10277,MASANA PHARMACY 11,"SHOP 1 ERF BA28 MAIN ROAD GIYANI
  LIMPOPO",30.70958,-23.30849,High
10279,JABULA FORMULATIONS PTY LTD,"100 VIVIERSTREET DANVILLE
  PRETORIA",28.195421,-25.7425849,High
10281,WATERKLOOF CORNER PHY,"WATERKLOOF CORNER SHOPPIN CENTRE SHOP 21 CNR MAIN &
  CROWN STREE BROOKLYN",28.240662,-25.774784,High
10282,THEMBALETHU PHARMACY,"CNR MAQHAWE & STEVE MAHLA STR SPAR SIYABUSWA COMPLE
  SIYABUSWA !!WILMA!!",29.066357,-25.108197,High
10284,DR CHANGWA M SUN CLINIC NOORDWYK,18 LEVER ROAD NOODRDWYK,28.0996269,-25.631705,High
10287,HOUSEWIFE BAKING SUPPLIES,531 PRINSGEORGE STRAAT BRAKPAN,28.36825,-26.24431,High
10288,PALMAE PHARMACY,22 MAIN STREET KURUMAN,23.437879,-27.462666,High
10289,DR PIENAAR D 14 EVRAZVAMETCO,"EVRAZVAMETCO MAIN MOTHOTLUN ROAD EXT
  KROKODIL KRAAL FARM",27.78308,-25.6306,High
10290,SR BRACHER C,5 NORTHWOLD ROAD PARKWOOD,28.03373,-26.1576999,High
10291,DR KRAUKAMP P,"OPTIMED EYE CLINIC 1 DANIE THERON STREET ALB
  EXT ALBERTON",28.107345,-26.2744329,High
10292,DR BARNARD JJ TANDARTS,ST JOHNSTR 145 OUDTSHOORN,22.19905,-33.60514,High
10295,KING GEORGE PHARMACY NATIONAL CHRONIC SO,"1 YORK STREET 
  GEORGE",22.44624,-33.97141,High
